Stock_Code,Stock_Name,Industry,Factor_Score
000408,藏格矿业,C26化学原料和化学制品制造业,8.221139048831352
000807,云铝股份,C32有色金属冶炼和压延加工业,0.0772715553029807
300274,阳光电源,C38电气机械和器材制造业,0.5561124980243157
300308,中际旭创,C39计算机、通信和其他电子设备制造业,8.221139048831352
300394,天孚通信,C39计算机、通信和其他电子设备制造业,8.221139048831352
300476,胜宏科技,C39计算机、通信和其他电子设备制造业,0.3121340401446842
600089,特变电工,C38电气机械和器材制造业,-0.0609490321006616
600183,生益科技,C39计算机、通信和其他电子设备制造业,2.586832755226601
600346,恒力股份,C26化学原料和化学制品制造业,-0.062833873926147
601698,中国卫通,I63电信、广播电视和卫星传输服务,6.599777353082427
